DATE,TIME,FRAC_DAYS_SINCE_JAN1,FRAC_HRS_SINCE_JAN1,JULIAN_DAYS,EPOCH_TIME,ALARM_STATUS,INST_STATUS,CavityPressure,CavityTemp,DasTemp,EtalonTemp,WarmBoxTemp,species,MPVPosition,OutletValve,solenoid_valves,CO2,CO2_dry,CH4,CH4_dry,H2O,GPS_ABS_LAT,GPS_ABS_LONG,GPS_FIT,WS_WIND_LON,WS_WIND_LAT,WS_COS_HEADING,WS_SIN_HEADING,WIND_N,WIND_E,WIND_DIR_SDEV,WS_ROTATION,CAR_SPEED,CAR_ID,WKT,WIND_SPEED,WIND_DIRECTION
2017-03-23,17:52:01.586,81.41112948,1953.867107,82.41112948,1490291521.587,0,963,1.4002940915E+02,4.4812675476E+01,5.2937500000E+01,4.4830894470E+01,4.5153282166E+01,2.0000000000E+00,0.0000000000E+00,2.9146579790E+04,0.0000000000E+00,0.0000000000E+00,0.0000000000E+00,1.9537114570E+00,0.0000000000E+00,0.0000000000E+00,3.3516224774E+01,-8.6794182396E+01,2.0000000000E+00,1.0834734735E+01,9.0000000000E-01,-8.7592091226E-01,-4.8189243937E-01,-2.2135034944E+00,3.8759253878E+00,2.0733213123E+01,-2.3215884082E+00,8.5752412638E+00,CFADS2274,POINT(-86.79434322 33.516403829),4.46345105625,150.269730384
2017-03-23,17:52:02.052,81.41113486,1953.867237,82.41113486,1490291522.052,0,963,1.4003924561E+02,4.4812675476E+01,5.2937500000E+01,4.4830894470E+01,4.5153282166E+01,2.0000000000E+00,0.0000000000E+00,2.9151693359E+04,0.0000000000E+00,0.0000000000E+00,0.0000000000E+00,1.9539584294E+00,0.0000000000E+00,0.0000000000E+00,3.3516192431E+01,-8.6794161115E+01,2.0000000000E+00,1.1346746747E+01,9.0000000000E-01,-8.8707081352E-01,-4.6114146399E-01,-2.3891457473E+00,3.8842345667E+00,1.9694887544E+01,-2.3364603275E+00,8.8360623197E+00,CFADS2274,POINT(-86.794321729 33.51639543),4.56018591408,148.404829559
2017-03-23,17:52:02.519,81.41114027,1953.867366,82.41114027,1490291522.519,0,963,1.4003924561E+02,4.4812675476E+01,5.2937500000E+01,4.4830894470E+01,4.5153282166E+01,2.0000000000E+00,0.0000000000E+00,2.9151693359E+04,0.0000000000E+00,0.0000000000E+00,0.0000000000E+00,1.9542021817E+00,0.0000000000E+00,0.0000000000E+00,3.3516159637E+01,-8.6794139539E+01,2.0000000000E+00,1.1979579580E+01,6.8648648649E-01,-8.9442036285E-01,-4.4716562218E-01,-2.5572973251E+00,3.8975359226E+00,1.8304446626E+01,-2.3583733405E+00,9.0088950547E+00,CFADS2274,POINT(-86.794302387 33.516379096),4.66160443162,146.729845326
2017-03-23,17:52:02.989,81.41114571,1953.867497,82.41114571,1490291522.989,0,963,1.4002888103E+02,4.4818563762E+01,5.2937500000E+01,4.4836936951E+01,4.5157005310E+01,2.0000000000E+00,0.0000000000E+00,2.9154216591E+04,0.0000000000E+00,0.0000000000E+00,0.0000000000E+00,1.9541715829E+00,0.0000000000E+00,0.0000000000E+00,3.3516125672E+01,-8.6794117199E+01,2.0000000000E+00,1.2732332332E+01,2.6306306306E-01,-8.9805848886E-01,-4.3980443357E-01,-2.7265291057E+00,3.9109227262E+00,1.6905073538E+01,-2.3804271222E+00,9.1828380642E+00,CFADS2274,POINT(-86.794283642 33.516361415),4.76752320755,145.117430073
2017-03-23,17:52:03.453,81.41115109,1953.867626,82.41115109,1490291523.454,0,963,1.4002870178E+02,4.4818626404E+01,5.2937500000E+01,4.4836936951E+01,4.5157005310E+01,2.0000000000E+00,0.0000000000E+00,2.9154212891E+04,0.0000000000E+00,0.0000000000E+00,0.0000000000E+00,1.9549545170E+00,0.0000000000E+00,0.0000000000E+00,3.3516091963E+01,-8.6794095058E+01,2.0000000000E+00,1.3321221221E+01,-1.0390390390E-01,-9.0211369219E-01,-4.3139935379E-01,-2.8359794647E+00,4.0422080785E+00,1.6671266771E+01,-2.4011629276E+00,9.2536634924E+00,CFADS2274,POINT(-86.794264057 33.516338512),4.93783613277,144.946820696
2017-03-23,17:52:03.918,81.41115647,1953.867755,82.41115647,1490291523.919,0,963,1.4002870178E+02,4.4818626404E+01,5.2937500000E+01,4.4836936951E+01,4.5157005310E+01,2.0000000000E+00,0.0000000000E+00,2.9154212891E+04,0.0000000000E+00,0.0000000000E+00,0.0000000000E+00,1.9546706061E+00,0.0000000000E+00,0.0000000000E+00,3.3516057400E+01,-8.6794072608E+01,2.0000000000E+00,1.3647047047E+01,-3.8318318318E-01,-9.0693819026E-01,-4.2110015325E-01,-2.9440249957E+00,4.1763534541E+00,1.6465339900E+01,-2.4218724841E+00,9.3220353118E+00,CFADS2274,POINT(-86.794243768 33.516312715),5.1097173453,144.818951139
2017-03-23,17:52:04.382,81.41116184,1953.867884,82.41116184,1490291524.383,0,963,1.4002870178E+02,4.4818626404E+01,5.2937500000E+01,4.4836936951E+01,4.5157005310E+01,2.0000000000E+00,0.0000000000E+00,2.9154212891E+04,0.0000000000E+00,0.0000000000E+00,0.0000000000E+00,1.9550155149E+00,0.0000000000E+00,0.0000000000E+00,3.3516022912E+01,-8.6794050206E+01,2.0000000000E+00,1.3972172172E+01,-8.9899899900E-01,-9.0945780466E-01,-4.1570950675E-01,-3.0695203910E+00,4.2930478022E+00,1.6320638088E+01,-2.4368777772E+00,9.3605323661E+00,CFADS2274,POINT(-86.794223533 33.516284947),5.27751976432,144.435309613
2017-03-23,17:52:04.848,81.41116722,1953.868013,82.41116722,1490291524.848,0,963,1.4002870178E+02,4.4818626404E+01,5.2937500000E+01,4.4836936951E+01,4.5157005310E+01,2.0000000000E+00,0.0000000000E+00,2.9154212891E+04,0.0000000000E+00,0.0000000000E+00,0.0000000000E+00,1.9551828816E+00,0.0000000000E+00,0.0000000000E+00,3.3515988527E+01,-8.6794028029E+01,2.0000000000E+00,1.4297997998E+01,-2.2488488488E+00,-9.0392359971E-01,-4.2747029092E-01,-3.1990338918E+00,4.4063561479E+00,1.6188506844E+01,-2.4507158639E+00,9.3928117730E+00,CFADS2274,POINT(-86.794203111 33.51625537),5.44516228803,144.020185781
2017-03-23,17:52:05.312,81.41117259,1953.868142,82.41117259,1490291525.312,0,963,1.4002870178E+02,4.4818626404E+01,5.2937500000E+01,4.4836936951E+01,4.5157005310E+01,2.0000000000E+00,0.0000000000E+00,2.9154212891E+04,0.0000000000E+00,0.0000000000E+00,0.0000000000E+00,1.9562368399E+00,0.0000000000E+00,0.0000000000E+00,3.3515954224E+01,-8.6794005911E+01,2.0000000000E+00,1.4626426426E+01,-3.5132132132E+00,-8.9930473398E-01,-4.3727347364E-01,-3.3530076337E+00,4.4829889821E+00,1.5616771970E+01,-2.4628662582E+00,9.4147598188E+00,CFADS2274,POINT(-86.794182396 33.516224774),5.59820063996,143.20570883
2017-03-23,17:52:05.776,81.41117796,1953.868271,82.41117796,1490291525.776,0,963,1.4002870178E+02,4.4818626404E+01,5.2937500000E+01,4.4836936951E+01,4.5157005310E+01,2.0000000000E+00,0.0000000000E+00,2.9154212891E+04,0.0000000000E+00,0.0000000000E+00,0.0000000000E+00,1.9561120299E+00,0.0000000000E+00,0.0000000000E+00,3.3515919163E+01,-8.6793983774E+01,2.0000000000E+00,1.4997997998E+01,-3.6989989990E+00,-9.0648531231E-01,-4.2183952384E-01,-3.5190335943E+00,4.5418729724E+00,1.4830732790E+01,-2.4742089416E+00,9.4317084564E+00,CFADS2274,POINT(-86.794161115 33.516192431),5.74562507785,142.231551118
