PEAK_NUM,FRACHRSTART,FRAC_HRS_SINCE_JAN1,EPOCHTIME,CH4,WKT,LON,LAT,CH4_BASELINE,CH4_THRESHOLD,PEAK_DIST_M,PEAK_CH4,PERIOD5MIN
CFADS2274_20170323_1950.988252,1950.988252,1950.988252,1490281157.707,2.1682249008,POINT(-86.838792196 33.525998089),-86.838792196,33.525998089,1.9659051999,2.16249571989,0.0,0.0,4676038
CFADS2274_20170323_1950.988252,1950.988252,1950.988381,1490281158.172,2.1711561415,POINT(-86.838792343 33.525998077),-86.838792343,33.525998077,1.9659299356,2.16252292916,0.0136914895883,0.0028098524613196156,4676038
CFADS2274_20170323_1950.988252,1950.988252,1950.98851,1490281158.636,2.1644820841,POINT(-86.838792517 33.525998073),-86.838792517,33.525998073,1.9659546713,2.16255013843,0.0298267284377,0.006013139685011805,4676038
CFADS2274_20170323_1956.13956,1956.13956,1956.13956,1490299702.416,2.1947824853,POINT(-86.797908524 33.513292327),-86.797908524,33.513292327,1.95078502725,2.145863529975,0.0,0.0,4676656
CFADS2274_20170323_1956.13956,1956.13956,1956.139689,1490299702.88,2.2115995834,POINT(-86.797908524 33.513292327),-86.797908524,33.513292327,1.95078502725,2.145863529975,0.0,0.0,4676656
CFADS2274_20170323_1956.13956,1956.13956,1956.139818,1490299703.344,2.1892280708,POINT(-86.797908559 33.513292288),-86.797908559,33.513292288,1.95078502725,2.145863529975,0.00541618813721,0.001291452383876179,4676656
CFADS2274_20170323_1956.13956,1956.13956,1956.139948,1490299703.812,2.1788149136,POINT(-86.797908449 33.513292293),-86.797908449,33.513292293,1.95078502725,2.145863529975,0.0156293918301,0.003620368061238933,4676656
CFADS2274_20170323_1956.13956,1956.13956,1956.140077,1490299704.278,2.2100479777,POINT(-86.797908372 33.51329231),-86.797908372,33.51329231,1.95078502725,2.145863529975,0.0230140721459,0.00553494206804893,4676656
CFADS2274_20170323_1956.13956,1956.13956,1956.140207,1490299704.744,2.306767,POINT(-86.797908319 33.513292388),-86.797908319,33.513292388,1.95078502725,2.145863529975,0.0329824244361,0.009083495781360156,4676656
CFADS2274_20170323_1956.13956,1956.13956,1956.140337,1490299705.212,2.4832470672,POINT(-86.797908455 33.513292322),-86.797908455,33.513292322,1.95078502725,2.145863529975,0.0475712375331,0.016851484963455687,4676656
CFADS2274_20170323_1956.13956,1956.13956,1956.140466,1490299705.676,2.6687096095,POINT(-86.797908455 33.513292322),-86.797908455,33.513292322,1.95078502725,2.145863529975,0.0475712375331,0.016851484963455687,4676656
CFADS2274_20170323_1956.13956,1956.13956,1956.140595,1490299706.141,2.8111932392,POINT(-86.797908455 33.513292322),-86.797908455,33.513292322,1.95078502725,2.145863529975,0.0475712375331,0.016851484963455687,4676656
CFADS2274_20170323_1956.13956,1956.13956,1956.140724,1490299706.606,2.9070269044,POINT(-86.797908455 33.513292322),-86.797908455,33.513292322,1.95078502725,2.145863529975,0.0475712375331,0.016851484963455687,4676656
CFADS2274_20170323_1956.13956,1956.13956,1956.140854,1490299707.074,2.9526932649,POINT(-86.797908417 33.513292335),-86.797908417,33.513292335,1.95078502725,2.145863529975,0.0513792366377,0.020666750635312797,4676656
CFADS2274_20170323_1956.13956,1956.13956,1956.140983,1490299707.539,2.9364016662,POINT(-86.797908417 33.513292335),-86.797908417,33.513292335,1.95078502725,2.145863529975,0.0513792366377,0.020666750635312797,4676656
CFADS2274_20170323_1956.13956,1956.13956,1956.141112,1490299708.003,2.8515455383,POINT(-86.797908417 33.513292335),-86.797908417,33.513292335,1.95078502725,2.145863529975,0.0513792366377,0.020666750635312797,4676656
CFADS2274_20170323_1956.13956,1956.13956,1956.141241,1490299708.468,2.7122700537,POINT(-86.797908417 33.513292335),-86.797908417,33.513292335,1.95078502725,2.145863529975,0.0513792366377,0.020666750635312797,4676656
CFADS2274_20170323_1956.13956,1956.13956,1956.14137,1490299708.933,2.5429973262,POINT(-86.797908417 33.513292335),-86.797908417,33.513292335,1.95078502725,2.145863529975,0.0513792366377,0.020666750635312797,4676656
CFADS2274_20170323_1956.13956,1956.13956,1956.1415,1490299709.401,2.3720958135,POINT(-86.797908417 33.513292335),-86.797908417,33.513292335,1.95078502725,2.145863529975,0.0513792366377,0.020666750635312797,4676656
