PEAK_NUM,FRACHRSTART,FRAC_HRS_SINCE_JAN1,EPOCHTIME,CH4,WKT,LON,LAT,CH4_BASELINE,CH4_THRESHOLD,PEAK_DIST_M,PEAK_CH4,PERIOD5MIN
CFADS2274_20170324_1972.490118,1972.490118,1972.490118,1490358564.426,2.1409653699,POINT(-86.838783889 33.525997319),-86.838783889,33.525997319,1.93127583655,2.124403420205,0.0136287372486,0.0028578035537984497,4678618
CFADS2274_20170324_1972.490118,1972.490118,1972.490248,1490358564.892,2.1506800433,POINT(-86.838783889 33.525997319),-86.838783889,33.525997319,1.93127583655,2.124403420205,0.0136287372486,0.0028578035537984497,4678618
CFADS2274_20170324_1972.490118,1972.490118,1972.490377,1490358565.357,2.1551925045,POINT(-86.838783906 33.525997291),-86.838783906,33.525997291,1.93127583655,2.124403420205,0.0171182738758,0.0036391689680615475,4678618
CFADS2274_20170324_1972.490118,1972.490118,1972.490506,1490358565.822,2.1553116255,POINT(-86.838783879 33.525997264),-86.838783879,33.525997264,1.93127583655,2.124403420205,0.0210269253661,0.004514846788417415,4678618
CFADS2274_20170324_1972.490118,1972.490118,1972.490636,1490358566.29,2.150855059,POINT(-86.838783879 33.525997264),-86.838783879,33.525997264,1.93127583655,2.124403420205,0.0210269253661,0.004514846788417415,4678618
CFADS2274_20170324_1972.490118,1972.490118,1972.490766,1490358566.757,2.1435151416,POINT(-86.838783879 33.525997264),-86.838783879,33.525997264,1.93127583655,2.124403420205,0.0210269253661,0.004514846788417415,4678618
CFADS2274_20170324_1972.490118,1972.490118,1972.490896,1490358567.224,2.1371549524,POINT(-86.838783879 33.525997264),-86.838783879,33.525997264,1.93127583655,2.124403420205,0.0210269253661,0.004514846788417415,4678618
CFADS2274_20170324_1972.490118,1972.490118,1972.491026,1490358567.693,2.130325742,POINT(-86.838783834 33.525997323),-86.838783834,33.525997323,1.93127583655,2.124403420205,0.0288012480534,0.006062324984266553,4678618
CFADS2274_20170324_1972.794259,1972.794259,1972.794259,1490359659.331,2.2052120356,POINT(-86.838784663 33.525998576),-86.838784663,33.525998576,1.9304870153,2.12353571683,0.0,0.0,4678655
CFADS2274_20170324_1972.794259,1972.794259,1972.794389,1490359659.799,2.1598992428,POINT(-86.838784663 33.525998576),-86.838784663,33.525998576,1.9169226238000001,2.1086148861800003,0.0,0.0,4678655
CFADS2274_20170324_1972.794259,1972.794259,1972.794519,1490359660.268,2.1130604796,POINT(-86.838784663 33.525998576),-86.838784663,33.525998576,1.9169226238000001,2.1086148861800003,0.0,0.0,4678655
CFADS2274_20170324_1979.089707,1979.089707,1979.089707,1490382322.945,2.1293274377,POINT(-86.79813598 33.51090495),-86.79813598,33.51090495,1.9019475375,2.09214229125,0.0,0.0,4679410
CFADS2274_20170324_1979.089707,1979.089707,1979.089836,1490382323.409,2.1344009751,POINT(-86.798136336 33.510904462),-86.798136336,33.510904462,1.9019475375,2.09214229125,0.0635126151755,0.014763725728515031,4679410
CFADS2274_20170324_1979.089707,1979.089707,1979.089966,1490382323.878,2.1062193978,POINT(-86.798136485 33.510903923),-86.798136485,33.510903923,1.9019475375,2.09214229125,0.125018078345,0.027327561108714607,4679410
CFADS2274_20170324_1979.552828,1979.552828,1979.552828,1490383990.18,2.1531510831,POINT(-86.798241613 33.508134754),-86.798241613,33.508134754,1.9156135361,2.10717488971,0.0,0.0,4679466
