PEAK_NUM,FRACHRSTART,FRAC_HRS_SINCE_JAN1,EPOCHTIME,CH4,WKT,LON,LAT,CH4_BASELINE,CH4_THRESHOLD,PEAK_DIST_M,PEAK_CH4,PERIOD5MIN
CFADS2274_20170314_1739.894945,1739.894945,1739.894945,1489521221.803,2.7761200296,POINT(-86.812245977 33.417355042),-86.812245977,33.417355042,2.0063013116,2.20693144276,9.81405770586,7.555045321503424,4650707
CFADS2274_20170314_1739.894945,1739.894945,1739.895079,1489521222.284,2.9997731523,POINT(-86.812274942 33.417439628),-86.812274942,33.417439628,2.0062992139,2.2069291352900002,19.5962387326,17.27338723228001,4650707
CFADS2274_20170314_1739.894945,1739.894945,1739.895208,1489521222.75,3.0752135233,POINT(-86.812303836 33.4175244),-86.812303836,33.4175244,2.0062497412,2.20687471532,29.3965013829,27.74951306051919,4650707
CFADS2274_20170314_1739.894945,1739.894945,1739.895339,1489521223.219,3.0255517117,POINT(-86.812332707 33.417609751),-86.812332707,33.417609751,2.0062031463,2.20682346093,39.2581234126,37.80194332896015,4650707
CFADS2274_20170314_1739.894945,1739.894945,1739.895469,1489521223.687,2.9120418745,POINT(-86.812361881 33.417695771),-86.812361881,33.417695771,2.0062013139,2.20682144529,49.1989789895,46.80677351766415,4650707
CFADS2274_20170314_1739.894945,1739.894945,1739.895601,1489521224.164,2.7799663546,POINT(-86.812391408 33.417782212),-86.812391408,33.417782212,2.0061682342,2.20678505762,59.1938183997,54.54076146691601,4650707
CFADS2274_20170314_1739.894945,1739.894945,1739.895732,1489521224.636,2.6478508021,POINT(-86.81242086 33.417868496),-86.81242086,33.417868496,2.0061512608,2.20676638688,69.1699600957,60.94244701720707,4650707
CFADS2274_20170314_1739.894945,1739.894945,1739.895866,1489521225.117,2.4923804128,POINT(-86.812450248 33.4179549),-86.812450248,33.4179549,2.0060428194,2.20664710134,79.1573106037,65.7996710277002,4650707
CFADS2274_20170314_1739.894945,1739.894945,1739.895998,1489521225.594,2.3307985443,POINT(-86.81248883 33.418068324),-86.81248883,33.418068324,2.005964254,2.2065606794,92.2679724786,70.05846357318742,4650707
CFADS2274_20170314_1739.894945,1739.894945,1739.896128,1489521226.059,2.2070580582,POINT(-86.812519224 33.418157648),-86.812519224,33.418157648,2.0059477221,2.2065424943100003,102.59316656,72.13496682515132,4650707
CFADS2274_20170314_1739.940614,1739.940614,1739.940614,1489521386.21,2.2415643322,POINT(-86.818652564 33.454643996),-86.818652564,33.454643996,1.99913796715,2.199051763865,0.0,0.0,4650712
CFADS2274_20170314_1739.940614,1739.940614,1739.940744,1489521386.677,2.2382412442,POINT(-86.818672413 33.454746779),-86.818672413,33.454746779,1.999132898,2.1990461878,11.5763445265,2.7680005947697395,4650712
CFADS2274_20170314_1739.940614,1739.940614,1739.940873,1489521387.144,2.1991756799,POINT(-86.818692596 33.454850374),-86.818692596,33.454850374,1.9991309572,2.19904405292,23.2467695468,5.102607531757169,4650712
CFADS2274_20170314_1740.186923,1740.186923,1740.186923,1489522272.924,2.6244946741,POINT(-86.801546933 33.502007212),-86.801546933,33.502007212,2.0019444481999997,2.20213889302,0.0,0.0,4650742
CFADS2274_20170314_1740.186923,1740.186923,1740.187052,1489522273.389,4.0277557113,POINT(-86.80154702 33.502007175),-86.80154702,33.502007175,2.0019562796,2.20215190756,0.00905537667278,0.018344376917547183,4650742
CFADS2274_20170314_1740.186923,1740.186923,1740.187181,1489522273.853,5.56704201,POINT(-86.801547091 33.502007147),-86.801547091,33.502007147,2.0019723965500003,2.2021696362050003,0.0163377323514,0.04430648186162266,4650742
CFADS2274_20170314_1740.186923,1740.186923,1740.187311,1489522274.319,5.8949528331,POINT(-86.801547118 33.502007141),-86.801547118,33.502007141,2.0019927487,2.2021920235700003,0.0189285930996,0.054392599338592806,4650742
CFADS2274_20170314_1740.186923,1740.186923,1740.187441,1489522274.787,5.0810974358,POINT(-86.801547143 33.502007135),-86.801547143,33.502007135,2.00201513295,2.202216646245,0.021340736395,0.061819787071531795,4650742
CFADS2274_20170314_1740.186923,1740.186923,1740.187571,1489522275.256,4.0875828244,POINT(-86.801547146 33.502007127),-86.801547146,33.502007127,2.0020413526,2.20224548786,0.0222727731454,0.06376358836763325,4650742
CFADS2274_20170314_1740.186923,1740.186923,1740.187703,1489522275.73,3.4037749471,POINT(-86.801547148 33.502007118),-86.801547148,33.502007118,2.00205767495,2.202263442445,0.0232905637213,0.06519024299741331,4650742
CFADS2274_20170314_1740.186923,1740.186923,1740.187832,1489522276.194,3.0247141259,POINT(-86.801547153 33.502007117),-86.801547153,33.502007117,2.0020634209,2.20226976299,0.0237673211961,0.06567779936506282,4650742
CFADS2274_20170314_1740.186923,1740.186923,1740.187961,1489522276.661,2.796721251,POINT(-86.801547159 33.502007116),-86.801547159,33.502007116,2.00206504765,2.202271552415,0.0243346544208,0.06612863423147061,4650742
CFADS2274_20170314_1740.186923,1740.186923,1740.188092,1489522277.131,2.6088940277,POINT(-86.801547163 33.502007104),-86.801547163,33.502007104,2.00206991545,2.202276906995,0.0257195797943,0.06696904034174461,4650742
CFADS2274_20170314_1740.186923,1740.186923,1740.188222,1489522277.598,2.4340220205,POINT(-86.801547168 33.502007089),-86.801547168,33.502007089,2.00207727385,2.202285001235,0.0274507362187,0.06771680426490692,4650742
CFADS2274_20170314_1740.186923,1740.186923,1740.188352,1489522278.067,2.2926517138,POINT(-86.80154717 33.502007092),-86.80154717,33.502007092,2.0020861538499997,2.2022947692349994,0.0278324011003,0.06782770293494561,4650742
CFADS2274_20170314_1740.248791,1740.248791,1740.248791,1489522495.648,2.2282737226,POINT(-86.801549062 33.502006256),-86.801549062,33.502006256,2.00194336385,2.202137700235,0.0,0.0,4650749
CFADS2274_20170314_1740.248791,1740.248791,1740.24892,1489522496.113,2.2268378303,POINT(-86.801549073 33.502006261),-86.801549073,33.502006261,2.00194336385,2.202137700235,0.00116162919619,0.0002612439782904898,4650749
CFADS2274_20170314_1740.252172,1740.252172,1740.252172,1489522507.82,2.2625066895,POINT(-86.801548998 33.502006361),-86.801548998,33.502006361,2.0019083591999998,2.2020991951199997,0.0,0.0,4650750
CFADS2274_20170314_1740.252172,1740.252172,1740.252301,1489522508.284,2.4349623841,POINT(-86.801548992 33.502006367),-86.801548992,33.502006367,2.0019083591999998,2.2020991951199997,0.000868688395656,0.0003761890061229387,4650750
CFADS2274_20170314_1740.252172,1740.252172,1740.252433,1489522508.758,2.5594116026,POINT(-86.801548985 33.502006374),-86.801548985,33.502006374,2.0019083591999998,2.2020991951199997,0.00188215718394,0.000941201142675142,4650750
CFADS2274_20170314_1740.252172,1740.252172,1740.252562,1489522509.225,2.5734765199,POINT(-86.801548985 33.502006373),-86.801548985,33.502006373,2.0019083591999998,2.2020991951199997,0.00199335172474,0.0010047564018407257,4650750
CFADS2274_20170314_1740.252172,1740.252172,1740.252696,1489522509.704,2.5254817511,POINT(-86.801548985 33.502006372),-86.801548985,33.502006372,2.0019083591999998,2.2020991951199997,0.00210454705563,0.0010629753183975157,4650750
CFADS2274_20170314_1740.252172,1740.252172,1740.252825,1489522510.171,2.4630310184,POINT(-86.801548985 33.502006378),-86.801548985,33.502006378,2.0019083591999998,2.2020991951199997,0.0027717166707,0.0013706223454356702,4650750
CFADS2274_20170314_1740.252172,1740.252172,1740.252954,1489522510.636,2.3999058242,POINT(-86.801548985 33.502006385),-86.801548985,33.502006385,2.0019083591999998,2.2020991951199997,0.00355008161666,0.0016804096207717427,4650750
CFADS2274_20170314_1740.252172,1740.252172,1740.253084,1489522511.104,2.3548491706,POINT(-86.801548995 33.502006374),-86.801548995,33.502006374,2.0019083591999998,2.2020991951199997,0.00508494841808,0.002222126755058334,4650750
CFADS2274_20170314_1740.252172,1740.252172,1740.253215,1489522511.573,2.4502580863,POINT(-86.801549008 33.502006355),-86.801549008,33.502006355,2.0019083591999998,2.2020991951199997,0.00751732589761,0.003312682534209747,4650750
CFADS2274_20170314_1740.252172,1740.252172,1740.253345,1489522512.043,2.7294880825,POINT(-86.801549011 33.502006359),-86.801549011,33.502006359,2.0019083591999998,2.2020991951199997,0.00804192616928,0.0036943710547094706,4650750
CFADS2274_20170314_1740.252172,1740.252172,1740.253474,1489522512.508,2.9478573877,POINT(-86.801549005 33.502006383),-86.801549005,33.502006383,2.0019083591999998,2.2020991951199997,0.0107679762344,0.006273075465492223,4650750
CFADS2274_20170314_1740.252172,1740.252172,1740.253603,1489522512.972,2.9024431206,POINT(-86.801549017 33.5020064),-86.801549017,33.5020064,2.0019083591999998,2.2020991951199997,0.0129614436227,0.008248369096611221,4650750
CFADS2274_20170314_1740.252172,1740.252172,1740.253733,1489522513.437,2.733286401,POINT(-86.801549047 33.502006412),-86.801549047,33.502006412,2.0019083591999998,2.2020991951199997,0.016046576524,0.010504767556686655,4650750
CFADS2274_20170314_1740.252172,1740.252172,1740.253862,1489522513.902,2.6579097452,POINT(-86.801549075 33.502006419),-86.801549075,33.502006419,2.0019083591999998,2.2020991951199997,0.0187569545797,0.012282779317809193,4650750
CFADS2274_20170314_1740.252172,1740.252172,1740.253993,1489522514.375,2.6611074131,POINT(-86.801549097 33.502006417),-86.801549097,33.502006417,2.0019083591999998,2.2020991951199997,0.0208089201142,0.013635433056744941,4650750
CFADS2274_20170314_1740.252172,1740.252172,1740.254123,1489522514.841,2.6111567232,POINT(-86.801549108 33.502006412),-86.801549108,33.502006412,2.0019083591999998,2.2020991951199997,0.0219705493087,0.014343153743116637,4650750
CFADS2274_20170314_1740.252172,1740.252172,1740.254253,1489522515.312,2.4926346927,POINT(-86.801549076 33.502006401),-86.801549076,33.502006401,2.0019234408499997,2.2021157849349997,0.0251798695036,0.015918003273499386,4650750
CFADS2274_20170314_1740.252172,1740.252172,1740.254384,1489522515.784,2.3728258218,POINT(-86.801549045 33.50200639),-86.801549045,33.50200639,2.00194336385,2.202137700235,0.0283036660764,0.0170765646245869,4650750
CFADS2274_20170314_1740.252172,1740.252172,1740.254516,1489522516.256,2.3137369583,POINT(-86.801549061 33.502006383),-86.801549061,33.502006383,2.00195237095,2.2021476080449998,0.0299790062027,0.01759890985453679,4650750
CFADS2274_20170314_1740.252172,1740.252172,1740.254646,1489522516.726,2.528411051,POINT(-86.801549078 33.502006375),-86.801549078,33.502006375,2.0019562796,2.20215190756,0.0317889615301,0.018551769472641685,4650750
CFADS2274_20170314_1740.252172,1740.252172,1740.254776,1489522517.194,3.4565984771,POINT(-86.801549075 33.502006379),-86.801549075,33.502006379,2.0019723965500003,2.2021696362050003,0.032313561103,0.019314865693302277,4650750
CFADS2274_20170314_1740.252172,1740.252172,1740.254906,1489522517.662,4.9800051367,POINT(-86.801549069 33.502006384),-86.801549069,33.502006384,2.0019927487,2.2021920235700003,0.0331000788536,0.021657125297799958,4650750
CFADS2274_20170314_1740.252172,1740.252172,1740.255037,1489522518.135,6.064598705,POINT(-86.801549048 33.502006384),-86.801549048,33.502006384,2.00201513295,2.202216646245,0.03504723554,0.029567612064068938,4650750
CFADS2274_20170314_1740.252172,1740.252172,1740.25517,1489522518.612,6.0257293293,POINT(-86.801549021 33.502006382),-86.801549021,33.502006382,2.00204678005,2.202251458055,0.0375605802212,0.03968051319805978,4650750
CFADS2274_20170314_1740.252172,1740.252172,1740.255299,1489522519.078,5.2470504025,POINT(-86.801549007 33.502006379),-86.801549007,33.502006379,2.0020682887000003,2.20227511757,0.0389008605883,0.04402969901695891,4650750
CFADS2274_20170314_1740.252172,1740.252172,1740.25543,1489522519.548,4.3404044504,POINT(-86.801549 33.502006375),-86.801549,33.502006375,2.0020823549999998,2.2022905904999996,0.0396876890043,0.04586955728732964,4650750
CFADS2274_20170314_1740.252172,1740.252172,1740.255562,1489522520.022,3.6245501559,POINT(-86.801548994 33.502006373),-86.801548994,33.502006373,2.00218677415,2.2024054515650002,0.0402868217294,0.046841568281402894,4650750
